STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,POL,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Poland,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.998661399327435,29.05644976982598,29.114238140324527,29.172026510823073,29.229814881321627,29.287603251820173,29.34539162231872,29.403179992817265,29.46096836331581,29.51875673381436,29.576545104312906,29.66469685592086,29.752848607528815,29.84587251828631,29.925244017889202,30.013384258805864,30.10250718203186,30.190650300339517,30.280770486451193,30.37090244220974,30.4590570719603,30.523462756751464,30.583893932466854,30.64432905522354,30.705770926548876,30.76521114340769,30.81420033312649,30.85339168490153,30.894601038638665,30.939858220900984,30.977035899781143,31.01927474681477,31.059492306184456,31.08041923792732
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mozambique,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,55.16162669447341,54.88313537984181,54.60464406521021,54.32615275057861,54.047661435947006,53.76917012131539,53.49067880668379,53.21218749205219,52.933696177420586,52.655204862788985,52.37671354815738,52.09493374704341,51.81315394592946,51.53137414481548,51.249594343701524,50.967814542587554,50.6860347414736,50.404254940359614,50.12247513924566,49.84069533813169,49.558915537017725,49.29641140415575,49.03390727129378,48.7714031384318,48.50889900556983,48.246394872707846,47.850008901548875,47.568096848851695,47.33610722551438,47.007947811490624,46.72519646990004,46.412173122409015,46.119331112184945,45.81303491950457
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,STP,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,São Tomé and Príncipe,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,61.06250000000001,61.03541666666668,61.00833333333333,60.981249999999996,60.954166666666666,60.92708333333333,60.9,60.87291666666667,60.84583333333333,60.81875,60.791666666666664,60.764583333333334,60.7375,60.71041666666667,60.68333333333332,60.65625,60.62916666666667,60.60208333333333,60.575,60.547916666666666,60.520833333333336,59.875,59.229166666666664,58.58333333333333,57.93750000000001,57.291666666666664,56.64583333333333,56.00000000000001,55.35416666666666,54.708333333333336,54.0625,53.41666666666666,52.770833333333336,52.125
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LBN,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Lebanon,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,13.655913978494624,13.641055718475073,13.626197458455525,13.611339198435973,13.596480938416422,13.581622678396874,13.566764418377323,13.55190615835777,13.53704789833822,13.522189638318672,13.50733137829912,13.49921798631476,13.491104594330402,13.482991202346039,13.474877810361683,13.466764418377322,13.458651026392962,13.450537634408603,13.442424242424245,13.434310850439882,13.42619745845552,13.484457478005865,13.54271749755621,13.60097751710655,13.65923753665689,13.717497556207233,13.776148582600195,13.834799608993157,13.893450635386117,13.952101661779082,14.010752688172042,14.069403714565004,14.128054740957966,14.18670576735093
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GTM,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Guatemala,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,44.617394550205304,44.083613288540505,43.5498320268757,43.0160507652109,42.4822695035461,41.9484882418813,41.4147069802165,40.880925718551694,40.347144456886895,39.813363195222095,39.279581933557296,38.82549458753266,38.371407241508024,37.91731989548339,37.46323254945875,37.009145203434116,36.55505785740949,36.10097051138485,35.64688316536021,35.19279581933557,34.738708473310936,34.48338932437477,34.2280701754386,33.97275102650242,33.717431877566256,33.46211272863008,33.3538633818589,33.24561403508772,33.13736468831653,33.02911534154535,32.92086599477417,32.81261664800299,32.7043673012318,32.59611795446062
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EUU,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,European Union,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,36.0477774855482,36.22343627510769,36.80553033049287,36.95220716235489,37.11877883226547,37.286005872351666,37.452101172114226,37.61989784271497,37.78722531169184,37.954460342123184,37.98595293400796,38.11149645380067,38.243391189692254,38.35930326303632,38.48233405908983,38.605670793985624,38.732613504437296,38.85366272687172,38.97968108782139,39.091161805840514,39.199040603189815,39.28224022401692,39.36304069134302,39.431589773026765,39.50644572723474,39.594849295028325,39.64416515687585,39.70506314511235,39.74887890328391,39.793614743737805,39.838781517856226,39.882879586279735,39.92916020101853,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MAF,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,St. Martin (French part),Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KHM,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Cambodia,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,62.34302062089281,62.21624178563335,62.0894629503739,61.96268411511443,61.83590527985498,61.709126444595505,61.582347609336054,61.45556877407658,61.32878993881713,61.202011103557666,61.07523226829821,60.966593020620884,60.85795377294359,60.749314525266264,60.64067527758894,60.532036029911616,60.423396782234306,60.314757534556996,60.20611828687967,60.09747903920236,59.98883979152504,58.01466122818943,56.04048266485384,54.066304101518234,52.09212553818264,50.11794697484704,49.235950600498526,48.35395422615001,47.47195785180149,46.58996147745299,45.70796510310446,44.82596872875595,43.94397235440743,43.06197598005891
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JAM,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Jamaica,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,48.13296398891967,48.130378578024015,48.127793167128345,48.12520775623268,48.12262234533703,48.120036934441366,48.117451523545704,48.11486611265005,48.112280701754386,48.109695290858724,48.10710987996307,48.45290858725762,48.798707294552166,49.14450600184673,49.49030470914128,49.836103416435826,50.18190212373038,50.52770083102492,50.873499538319486,51.21929824561404,51.56509695290858,51.91615881809788,52.267220683287164,52.61828254847646,52.969344413665745,53.32040627885504,53.6786703601108,54.03785780240074,54.397045244690666,54.75530932594644,55.11449676823638,55.47306555863343,55.83204986149585,56.19075715604801
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECU,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Ecuador,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,52.854392428839766,52.5286772142754,52.202961999711015,51.87724678514666,51.551531570582284,51.225816356017916,50.90010114145355,50.57438592688918,56.01079884039299,55.647733129328394,55.28466741826381,55.001888387824124,54.71910935738444,54.43633032694476,54.15355129650508,53.870772266065394,53.58799323562571,53.30521420518601,53.02243517474633,52.73965614430666,52.45687711386696,52.28856498631019,52.120252858753425,51.95194073119664,51.783628603639876,51.61531647608311,51.356538895152205,51.09776131422129,50.83898373329039,50.58020615235947,50.32142857142857,50.06265099049767,49.803873409566755,49.54509582863585
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KGZ,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kyrgyz Republic,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,5.971418143899896,5.9946079249217945,6.017797184567257,6.040986965589156,6.064176225234619,6.087365484880083,6.110555265901981,6.133745046923879,6.156934306569343,6.182367049009385,6.2077997914494265,6.233232533889469,6.25866527632951,6.284098018769551,6.309530761209594,6.334963503649635,6.360396246089676,6.385828988529719,6.41126173096976,6.434337851929092,6.457413972888425,6.4804900938477585,6.503566214807091,6.526642335766423,6.549739311783107,6.5728060479666315,6.6678832116788325,6.762982273201251,6.85808133472367,6.953180396246091,7.048279457768509,7.143378519290929
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MMR,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Myanmar,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,60.009303179606455,59.34364078709796,58.677978394589466,58.01231600208098,57.346653609572485,56.68099121706399,56.015328824555496,55.34966643204701,54.684004039538515,54.01834164703002,53.352679254521526,52.828287480490864,52.3038957064602,51.779503932429535,51.26452511401548,50.74469664503489,50.21170673481568,49.68345727751255,49.174851142642844,48.65101943976733,48.129381869393505,47.68370555189885,47.25036515348695,46.81182091014884,46.36821216390029,45.924603417651745,45.50189956800147,45.06016085790885,44.61974873601961,44.175884786272405,43.73403098043422,43.29014662846461,42.84626227649501,42.40237792452541
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EAP,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,East Asia & Pacific (excluding high income),Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,29.11828369388658,29.1063423794755,29.0914270227252,29.076511672255098,29.0615963155048,29.04669920064081,29.03180207334564,29.016886697861054,29.001971322376473,28.987055946891893,28.878721712581537,28.997622404494724,29.117552536188295,29.22412169841603,29.34368493704513,29.457596939258828,29.570774418406735,29.689980573497763,29.808783779820075,29.927717114161236,30.045976223788564,30.080996495027247,30.115916124354584,30.151875917331413,30.186172305899603,30.221126997580615,30.34892314818569,30.349838038918026,30.397845520035748,30.445819729641002,30.49338289775298,30.512661836984254,30.56059689760326,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ECA,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Europe & Central Asia (excluding high income),Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,9.798032423200832,9.824567629246316,9.851217992011103,9.877861776591295,9.904495476008066,9.931120737958084,9.958007197678773,9.985291380559676,9.993872000038575,10.025552410283542,10.057150292047584,10.088751802913077,10.120339494744746,10.15182760303667,10.57790028744519,10.616816804667458,10.655592249483954,10.694391562425677,10.733216884785511,10.776734701063456,10.820138162497692,10.863488456419603,10.908969577545774,10.943432063639168,10.97506770052034,11.013165271745677,11.057373412893078,11.101844207441113,11.152433051026396,11.19673554912977,11.241250106639544,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NLD,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Netherlands,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,10.228969194312796,10.270941943127962,10.312914691943128,10.354887440758294,10.39686018957346,10.438832938388625,10.480805687203793,10.522778436018957,10.564751184834122,10.606723933649288,10.648696682464456,10.690106635071091,10.731516587677724,10.772926540284361,10.814336492890995,10.855746445497632,10.897156398104265,10.9385663507109,10.979976303317535,11.031188852653424,11.072635635932405,11.02461447212337,10.973309608540925,10.931730483823094,10.880379934698723,10.835461835461837,10.863082863082862,10.89100089100089,10.91862191862192,10.946539946539946,10.974160974160974,11.001980991980991,11.02966735966736,11.057442827442825
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CSS,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Caribbean small states,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,91.52680789167907,91.47080424365078,91.41480059562248,91.35879694759417,91.30279329956588,91.24678965153757,91.19078600350927,91.13478235548097,91.07877870745267,91.02277505942436,90.96677141139607,90.92700503234896,90.88723865330184,90.84747227425473,90.80770589520762,90.7679395161605,90.72817313711339,90.68840675806628,90.64864037901917,90.60887399997205,90.56910762092494,90.484972923206,90.40083822548706,90.31670352776813,90.23256883004919,90.14843413233025,90.06766181143635,89.99702680574629,89.91402126442381,89.83094044600824,89.74793490468576,89.66487892771094,89.58185682542799,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,KAZ,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Kazakhstan,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,1.1709378819868876,1.1707408600955662,1.170543838204245,1.1703468163129236,1.1701497944216024,1.1699527725302812,1.16975575063896,1.1695587287476388,1.1693617068563174,1.1665930288550581,1.1638243138126458,1.1610556358113864,1.158286957810127,1.1555182798088677,1.1527495647664554,1.1499808867651962,1.1472122087639365,1.1444434937215247,1.1416748157202652,1.1584379375486165,1.1752010223358151,1.1919641071230138,1.2087272289513649,1.2254903137385638,1.2363262584731636,1.2471607956439603,1.2579920731933179,1.26882246175501,1.2796532948105346,1.2904838315368377,1.301314553468904,1.3121451642775124
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TJK,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Tajikistan,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,2.917976564732781,2.919405544441269,2.920834524149757,2.9222635038582454,2.9236924835667333,2.9251214632752216,2.92655044298371,2.927979422692198,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.929408402400686,2.9462703629608464,2.963132323521006,2.979994284081166,3.0222068508350985,3.039123856185604,3.039123856185604,3.039123856185604,3.039123856185604,3.0463289862382017,3.053534116290799,3.0607392463433967,3.067944376395994,3.075149506448591
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,IRQ,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Iraq,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,1.8382605116949038,1.8414614628346708,1.844662413974438,1.8478633651142056,1.8510643162539724,1.8542652673937399,1.8574662185335074,1.8606671696732742,1.8638681208130417,1.8670690719528087,1.870270023092576,1.8718704986624597,1.8734709742323434,1.8750714498022272,1.8766719253721105,1.8782724009419942,1.8798728765118777,1.8814733520817615,1.8830738276516452,1.8979093755756122,1.8995210904402284,1.8995210904402284,1.8995210904402284,1.9003611837983265,1.9003611837983265,1.9003611837983265,1.9003611837983265,1.9003611837983265,1.9003611837983265,1.9003524289959228,1.9003524289959228,1.9003524289959228,1.9003524289959228,1.9003524289959228
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SYC,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Seychelles,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739,73.26086956521739
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,28.805677593781688,29.545528280438727,30.285378967095767,31.025229653752806,31.765080340409845,32.50493102706689,33.244781713723924,33.98463240038097,34.724483087038,35.464333773695046,37.88368803446281,38.39562827477579,38.9788826275962,39.556513045441356,40.07380268971523,40.2320697359967,40.7502549593184,41.29432617306228,41.776221898258264,42.293066293219766,42.733215446194315,43.1647323195567,43.57082470641906,44.06395211255915,44.44284889156942,44.871164038891706,45.878354877515655,45.996336984649155,46.23468153872168,46.47684164515727,46.71900175159286,46.96116185802845,47.20332196446404,47.44548207089962
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNG,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Mongolia,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,9.274680548226835,9.268987269545821,9.26329399086481,9.2576007121838,9.251907433502787,9.246214154821777,9.240520876140764,9.234827597459752,9.22913431877874,9.223441040097729,9.217747761416717,9.212577928335207,9.207406750532341,9.1593411587666,9.15562080463703,9.150473846151344,9.127623360313835,9.122486788807107,9.117315128618355,9.11217830189963,9.10805179300629,9.107573136975503,9.10685777424814,9.106135944111069,9.10542135370957,9.10469149761818,9.103978705098728,9.103265912579275,9.102555458161959,9.10182513109581,9.09965848797644,9.09894465963877,9.098496959891108,9.091724058793037
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VGB,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,British Virgin Islands,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,24.733333333333334,24.706666666666667,24.680000000000003,24.65333333333333,24.626666666666665,24.6,24.573333333333334,24.546666666666667,24.52,24.493333333333332,24.46666666666667,24.446666666666665,24.426666666666666,24.406666666666666,24.386666666666663,24.366666666666664,24.346666666666668,24.326666666666668,24.30666666666667,24.28666666666667,24.266666666666666,24.240000000000002,24.213333333333335,24.186666666666667,24.16,24.133333333333333,24.133333333333333,24.133333333333333,24.133333333333333,24.133333333333333,24.133333333333333,24.133333333333333,24.133333333333333,24.133333333333333
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,DEU,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Germany,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,32.36616733022083,32.38163434823705,32.39710136625325,32.413496791934,32.429893156884646,32.4462904611859,32.4626887049185,32.48187938690732,32.500143258266,32.51934208264084,32.53761283851554,32.55803955288048,32.577538267499854,32.59797597545942,32.617484301975516,32.63418970065374,32.65370497820601,32.67416181489661,32.693686716576316,32.71133931900978,32.73087184783544,32.73754877209089,32.74516554771332,32.71898647099289,32.722843221553454,32.73232815456057,32.68548202427296,32.684546469359134,32.68361096800046,32.68267552019233,32.68267552019233,32.68267552019233,32.68548202427296,32.67893426437341
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PRI,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,Puerto Rico,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,36.113866967305526,37.340698985343856,38.567531003382186,39.79436302142052,41.021195039458846,42.24802705749718,43.47485907553551,44.70169109357384,45.92852311161218,47.15535512965051,48.38218714768884,49.08455467869222,49.786922209695604,50.489289740698986,51.19165727170236,51.89402480270575,52.59639233370913,53.29875986471252,54.0011273957159,54.70349492671927,55.40586245772266,55.46065388951522,55.51544532130778,55.57023675310033,55.62502818489289,55.67981961668546,55.735062006764366,55.7903043968433,55.845546786922206,55.90078917700112,55.956031567080046,56.011273957158956,56.06651634723788,56.121758737316796
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SLV,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,El Salvador,Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,34.6949806949807,34.477799227799224,34.26061776061776,34.043436293436294,33.826254826254825,33.60907335907336,33.391891891891895,33.174710424710426,32.95752895752896,32.740347490347496,32.52316602316602,32.30598455598456,32.08880308880309,31.87162162162162,31.654440154440156,31.43725868725869,31.22007722007722,31.002895752895753,30.78571428571429,30.568532818532816,30.35135135135135,30.134169884169886,29.916988416988417,29.699806949806952,29.482625482625487,29.265444015444015,29.04826254826255,28.831081081081084,28.613899613899612,28.396718146718147,28.17953667953668,27.96235521235521,27.745173745173744,27.52799227799228
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TMN,WB_WDI_AG_LND_FRST_ZS,_T,_T,_T,PT_LAR,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,0,A,PU,Annual,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",Forest area (% of land area),Total,All age ranges or no breakdown by age,Total,Percentage of land area,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2.514280038922456,2.5124817439168754,2.5106834489112946,2.5088851539057133,2.5070868589001325,2.5052885738338917,2.503490278828311,2.50169198382273,2.499893688817149,2.498095393811568,2.496297098805987,2.5116831974459872,2.5270692960859873,2.542503409258074,2.55789488331965,2.5732813031144577,2.588652284889592,2.604036024645931,2.6194223373876464,2.635466148624331,2.6508589363883015,2.6490773355921484,2.647295734795996,2.6455646340718966,2.643782999266865,2.6420011017898966,2.6379775106408427,2.6387379365074466,2.6361772314321277,2.635854218288164,2.634828544917679,2.6342737561024334,2.6329991174404674,
