FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,CAN,Canada,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,1389.036,1478.791,1546.292,1645.59,1745.348,1868.563,1927.145,2074.272,2252.543,2323.399,2288.937,2396.989,2535.542,2584.216,2660.205,2711.693,2695.77,2614.628,2600.305,2766.163,2857.275,2884.924,2977.613,3096.846,3127.392,3008.582,3020.828,3101.725,3180.007,3301.156,3381.887,3474.036,3491.245,3441.169,3550.909,3647.49,3572.098,3693.393,3711.021,3768.068,3793.256,3771.95,3915.844,3869.268,3717.698,3752.479,3893.982,3905.844,3999.053,4007.746,4019.313,3983.994,4038.178,4090.168,4067.85,3821.683,3866.976,3971.974,3874.887
A,Annual,CHE,Switzerland,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,182.468,196.104,209.444,219.987,227.568,249.066,254.864,251.061,277.651,265.428,275.54,263.137,292.394,287.99,286.99,307.227,306.94,300.742,312.755,303.026,323.777,339.863,337.861,340.438,318.163,331.625,340.572,346.055,345.474,362.976,343.995,332.291,355.316,357.326,373.426,364.336,389.127,362.244,358.359,357.158,340.782,350.093,354.893,362.542,355.006,359.477,334.923,354.064,359.146,344.44,336.322,316.245,316.995,321.458,335.947,308.591,298.082,290.11,314.644
A,Annual,CHL,Chile,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,72.433,77.675,79.188,78.859,84.996,89.744,97.109,98.945,95.742,95.927,86.828,90.164,94.378,98.103,103.576,106.976,107.583,100.631,104.541,108.525,109.9,114.165,119.833,133.717,147.822,155.681,174.964,194.194,205.228,215.481,232.236,245.845,281.059,281.476,293.115,307.391,313.345,320.801,322.49,344.299,357.327,369.682,369.299,369.306,354.372,363.948,385.712,402.747,413.759,409.534,414.23,433.903,450.347,468.278,473.979,442.478,476.857,503.505,504.068
A,Annual,CHN,China,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,1536.194,1669.308,1501.068,1516.696,1845.186,2361.698,2800.124,3018.837,3186.893,3286.762,3680.441,3874.827,4225.152,4632.033,4771.826,4827.534,4763.85,4976.87,5297.698,5685.145,6150.371,6444.106,6950.239,7467.112,7836.437,7938.249,8337.61,8773.708,9457.634,10048.812,10352.658,10907.449,10981.134,11000.566,11386.067,11800.283,12470.062,13580.49,15818.756,18509.135,21027.164,23048.332,25049.576,26020.463,27158.898,29055.609,31336.535,32624.178,33852.562,34729.066,35135.988,35277.711,36649.383,38409.645,40188.543,41493.711,43847.004,44516.312,47427.562
A,Annual,CIV,Cote d'Ivoire,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,21.429,23.81,22.591,21.812,19.083,22.637,23.058,25.313,26.266,26.348,22.706,19.198,18.641,20.957,21.621,23.59,27.442,28.011,28.275,36.547,36.759,36.418,35.398,31.913,34.139,37.921,32.368,34.65,38.117,37.211,38.057,35.414,43.206,47.847,50.551,50.25,57.063,56.87,57.004,61.711,61.194,65.14,,
A,Annual,CMR,Cameroon,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,13.799,15.146,17.687,17.649,17.949,19.104,20.465,19.425,19.448,22.573,22.776,22.984,23.085,20.424,21.804,22.328,22.235,23.355,23.357,22.891,23.778,23.702,23.353,25.017,26.078,25.168,28.519,30.068,30.522,32.761,37.493,39.491,39.402,34.619,43.296,43.457,42.343,43.016,43.803,44.352,46.575,43.344,,
A,Annual,COD,"Congo, Dem. Rep.",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,26.256,26.692,27.079,28.171,28.037,28.493,30.109,28.673,31.45,32.584,31.186,28.944,31.928,30.711,26.886,29.411,30.089,27.072,25.524,27.725,21.33,20.976,21.56,22.437,25.43,27.592,29.113,29.997,28.388,27.775,30.719,33.243,32.713,39.533,47.359,36.524,33.68,36.642,38.716,39.839,41.209,39.402,,
A,Annual,COG,"Congo, Rep.",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,3.329,3.983,3.633,3.289,3.371,4.873,4.475,5.418,4.384,5.079,5.644,5.163,4.939,4.45,4.22,4.314,4.586,4.474,4.168,3.488,3.847,4.722,4.37,4.997,5.301,7.166,8.545,10.515,11.968,14.525,19.793,23.777,24.389,30.832,29.332,29.581,28.268,21.171,19.617,16.009,13.569,13.703,,
A,Annual,COL,Colombia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,97.673,109.927,115.861,120.285,121.783,133.433,132.013,152.193,147.196,164.66,155.635,162.258,167.654,176.187,183.328,190.734,193.446,199.038,209.62,212.379,219.453,229.963,251.271,251.092,264.485,252.481,259.169,268.506,292.186,316.39,323.725,336.599,342.17,346.521,322.875,314.184,316.865,316.936,322.863,339.531,334.302,385.987,392.271,408.48,403.782,424.601,443.797,471.933,485.04,510.586,483.403,544.617,549.702,558.419,563.192,512.586,574.745,610.067,626.485
A,Annual,COM,Comoros,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.192,0.191,0.191,0.191,0.192,0.191,0.107,0.225,0.226,0.225,0.267,0.257,0.258,0.257,0.257,0.257,0.258,0.257,0.313,0.313,0.438,0.458,0.46,0.588,0.646,0.621,0.722,0.477,0.486,0.593,0.705,0.633,0.658,0.785,0.701,0.757,0.887,1.137,1.237,1.333,1.272,1.342,,
A,Annual,CPV,Cabo Verde,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,1.2,1.197,0.513,0.513,0.629,0.627,0.192,0.204,0.282,0.344,0.344,0.344,0.407,0.412,0.49,0.48,0.542,0.54,0.543,0.543,1.366,1.521,1.653,1.643,1.796,2.802,2.977,3.318,3.363,3.185,3.41,4.058,3.641,3.583,3.865,3.818,3.988,4.231,4.282,4.261,4.049,4.262,,
A,Annual,CRI,Costa Rica,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,16.158,16.671,16.265,17.907,17.223,17.493,17.073,18.889,20.433,22.237,21.781,23.249,27.458,29.872,30.262,30.763,31.054,34.869,35.772,41.079,42.575,43.342,45.12,46.038,47.469,49.338,51.487,54.407,55.11,53.607,54.481,54.77,55.292,55.67,56.809,59.283,60.836,63.171,64.535,66.162,58.846,61.629,,
A,Annual,CUB,Cuba,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,133.394,135.572,146.746,135.08,139.965,142.309,146.047,143.856,145.933,148.813,145.703,135.581,120.641,117.904,119.188,121.513,125.305,137.901,131.183,113.502,109.77,101.09,102.3,103.838,105.136,103.455,100.836,101.842,116.499,117.373,133.373,119.801,130.39,125.375,127.568,127.914,99.813,106.089,111.234,108.711,101.787,103.891,,
A,Annual,CYP,Cyprus,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,4.68,5.339,5.787,6.427,7.59,8.005,9.549,10.737,11.519,10.213,8.53,8.673,9.797,10.044,10.193,10.279,9.856,11.814,12.431,12.612,13.565,14.143,17.281,17.845,18.312,19.275,19.512,22.797,23.69,23.732,25.231,25.605,25.852,27.447,28.881,30.261,30.61,30.186,32.088,31.228,34.993,34.412,34.987,35.855,35.004,34.056,33.725,31.605,28.278,28.294,29.184,31.737,32.596,32.462,32.493,28.281,29.842,31.674,32.096
A,Annual,CZE,Czechia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,468.778,472.285,464.94,484.892,505.533,526.872,553.701,556.845,560.165,566.171,589.3,605.729,625.648,634.403,641.109,620.836,616.225,609.005,609.977,630.302,631.51,638.553,653.255,656.114,636.0,546.744,497.639,482.979,478.929,466.515,486.214,502.922,482.32,468.271,448.987,474.504,485.272,486.757,514.55,527.825,519.632,529.455,523.705,513.619,492.811,513.649,501.976,499.438,490.221,479.937,470.716,464.374,490.582,489.024,477.905,442.568,466.406,455.731,423.373
A,Annual,DEU,Germany,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,2969.293,2977.001,2969.431,3170.413,3419.778,3611.016,3643.557,3770.223,3987.354,3918.027,3764.568,4016.905,4007.19,4152.177,4382.909,4239.232,4107.233,3962.491,4018.511,4166.991,4290.329,4254.676,4291.178,4305.766,4260.189,4192.642,4090.643,4009.338,3991.526,3954.172,3974.795,4105.846,4053.187,4019.631,3963.56,3988.179,4062.799,4011.723,4010.471,4009.893,3962.635,4062.387,3893.423,3934.666,3692.178,3847.151,3710.584,3761.916,3868.517,3710.465,3780.86,3841.451,3888.133,3787.682,3694.84,3443.882,3544.581,3413.0,3169.55
A,Annual,DJI,Djibouti,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,6.345,5.062,5.062,3.797,3.173,3.164,2.848,2.91,2.85,6.698,6.882,6.882,6.968,7.011,7.201,7.134,7.154,7.201,7.201,7.201,3.534,3.521,3.531,3.663,3.562,3.369,3.148,3.277,3.664,3.182,3.624,2.737,3.612,3.728,4.138,3.65,3.489,3.158,3.313,3.06,2.945,3.079,,
A,Annual,DMA,Dominica,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.147,0.21,0.207,0.226,0.229,0.223,0.187,0.246,0.263,0.263,0.263,0.263,0.263,0.262,0.334,0.415,0.416,0.418,0.439,0.454,0.529,0.567,0.534,0.596,0.706,0.676,0.674,0.815,0.734,0.745,0.779,0.789,0.759,0.759,0.783,0.813,0.85,0.794,0.819,0.789,0.724,0.764,,
A,Annual,DNK,Denmark,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,166.208,189.059,190.123,198.667,228.047,242.989,229.635,242.342,234.47,213.314,210.239,231.443,236.189,239.619,239.139,232.961,209.247,199.994,190.114,193.293,217.816,222.643,214.641,212.306,195.815,201.961,232.854,218.137,231.304,248.056,243.62,289.889,262.998,253.691,246.049,236.519,237.216,236.755,255.233,241.652,233.617,255.481,243.401,234.872,220.807,235.977,220.975,205.243,211.702,203.564,198.975,201.601,202.985,200.118,196.046,176.485,189.435,197.278,195.523
A,Annual,DOM,Dominican Republic,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,25.281,25.344,26.409,31.466,27.199,29.14,31.827,34.96,38.743,37.685,40.659,39.301,42.027,39.411,42.874,46.279,50.296,53.197,55.066,62.542,86.211,83.807,88.521,81.212,75.582,83.079,82.922,85.242,84.755,83.736,87.8,86.398,95.898,91.435,87.788,97.343,103.54,102.122,112.906,120.771,104.46,111.041,,
A,Annual,DZA,Algeria,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,24.833,29.833,28.247,30.345,33.539,36.759,39.733,44.648,53.251,58.909,70.37,82.102,90.213,113.361,148.54,177.143,215.186,248.112,270.967,260.196,262.297,277.491,285.168,305.422,297.068,314.974,312.095,320.227,297.995,301.921,313.145,309.925,297.86,308.349,311.434,299.946,310.813,321.951,336.922,349.778,366.272,379.22,399.64,423.557,448.859,438.995,464.488,507.672,536.977,585.613,617.518,616.996,623.795,669.62,694.349,648.899,707.627,734.191,705.003
A,Annual,ECU,Ecuador,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,8.657,9.112,9.86,11.642,12.369,14.773,16.231,16.959,18.152,21.188,21.458,23.625,28.093,29.384,30.598,38.818,43.055,47.312,46.339,51.571,60.968,63.906,65.865,76.071,78.448,80.982,89.439,88.979,92.231,100.323,94.818,107.914,120.221,120.844,110.231,104.129,105.483,104.109,106.607,114.056,120.725,127.686,134.253,143.285,139.805,155.194,164.644,173.933,179.509,188.563,188.046,187.404,195.11,206.38,211.333,182.862,212.597,222.729,234.31
A,Annual,EGY,"Egypt, Arab Rep.",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,91.675,96.463,82.585,89.118,73.375,91.432,93.99,104.29,98.573,112.037,124.288,148.624,161.271,170.354,186.082,211.662,241.095,268.999,290.812,317.112,328.849,336.317,356.63,361.877,381.468,391.323,396.433,392.626,392.913,413.228,437.821,461.277,480.5,500.307,536.889,568.533,593.314,610.244,645.992,682.054,699.417,736.644,784.579,831.838,861.671,895.112,941.574,979.905,973.269,961.971,976.108,1030.261,1070.745,1071.346,1051.106,989.069,1058.743,1106.44,1093.764
A,Annual,ERI,Eritrea,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.884,4.449,4.548,4.597,4.882,5.067,2.599,2.847,2.596,3.112,3.389,3.391,2.332,2.395,1.711,2.068,2.061,2.102,2.234,2.281,2.381,2.364,2.406,2.644,3.019,3.277,3.135,3.311,,
A,Annual,ESP,Spain,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,337.407,381.803,411.542,433.019,490.208,528.761,582.201,629.562,689.238,717.367,736.829,787.319,816.26,819.629,882.752,887.016,894.217,893.8,914.974,929.585,922.283,941.692,976.362,1019.785,1068.388,1068.754,1106.518,1159.128,1121.501,1174.692,1219.41,1266.568,1317.594,1377.544,1441.673,1525.348,1587.078,1614.626,1694.781,1744.459,1770.33,1783.067,1828.408,1774.594,1652.099,1692.348,1661.356,1647.511,1578.531,1554.219,1573.144,1582.913,1602.043,1628.671,1583.871,1422.96,1530.27,1591.031,1572.863
A,Annual,EST,Estonia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,118.453,117.883,119.666,117.633,121.225,127.585,116.75,81.29,67.562,68.539,62.165,66.012,65.028,58.334,53.738,55.496,57.846,57.607,62.816,64.106,64.464,63.68,73.746,67.856,58.727,73.147,72.963,73.488,77.463,74.161,68.626,70.763,78.484,77.879,62.761,58.733,61.401,63.392,55.513
A,Annual,ETH,Ethiopia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,8.832,8.91,9.745,11.135,11.33,13.345,13.079,14.697,14.425,15.168,15.476,13.418,18.051,17.271,12.937,13.879,11.653,11.743,15.273,18.113,19.305,21.019,21.595,23.357,24.974,28.678,31.471,34.836,36.469,37.707,41.787,47.217,52.619,61.419,69.586,73.311,84.997,86.015,91.524,105.218,100.796,104.837,,
A,Annual,FIN,Finland,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,115.404,131.365,138.252,150.031,164.92,181.709,186.581,196.711,216.779,207.939,211.251,224.04,236.942,245.921,265.846,264.663,267.23,263.894,261.366,272.34,285.741,289.027,304.3,302.309,303.614,323.249,330.758,329.675,332.511,349.031,332.74,347.479,352.381,364.244,357.149,359.11,366.894,368.768,394.928,393.254,357.548,383.512,382.192,368.496,341.288,371.291,349.923,340.459,341.801,329.823,328.893,334.083,327.216,333.841,326.982,313.95,320.64,320.73,332.156
A,Annual,FJI,Fiji,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,4.429,4.522,4.489,3.825,4.273,4.311,5.15,4.417,4.383,4.995,5.428,4.744,4.904,5.158,5.302,5.703,5.841,5.823,5.653,6.139,7.75,8.056,6.823,7.482,9.91,8.483,9.295,8.962,7.076,6.133,8.298,6.436,6.488,6.854,7.221,7.55,7.434,8.076,8.562,8.65,8.312,8.528,,
A,Annual,FRA,France,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,1347.172,1376.653,1461.883,1538.555,1691.664,1831.613,1895.402,2017.984,2191.666,2151.38,2034.122,2154.3,2197.623,2278.278,2342.682,2327.355,2293.176,2210.503,2259.899,2338.574,2415.445,2472.164,2528.032,2561.471,2593.291,2649.823,2834.176,2857.941,2853.888,2824.76,2904.198,3012.348,2965.679,3037.222,3078.016,3117.909,3143.046,3118.919,3153.042,3180.13,3154.079,3128.931,3075.79,3084.845,2908.91,3001.231,2897.027,2894.028,2924.146,2796.844,2822.273,2765.453,2754.919,2788.956,2729.562,2441.166,2593.625,2298.56,2406.633
A,Annual,FRO,Faroe Islands,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.149,0.15,0.15,0.151,0.15,2.337,2.231,2.31,2.431,2.668,2.913,2.689,2.71,2.646,2.716,2.908,2.907,2.913,2.917,2.897,3.211,3.536,3.461,3.449,3.543,3.471,3.438,3.583,3.315,3.077,3.194,3.054,3.118,3.395,3.188,3.41,3.397,3.822,3.926,3.875,3.59,3.755,,
A,Annual,GAB,Gabon,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,8.335,9.277,8.858,11.907,10.877,9.402,8.433,9.758,10.299,12.84,12.644,12.999,13.355,12.649,12.984,12.165,12.683,13.311,13.0,15.012,11.477,12.385,12.388,12.05,12.28,13.147,13.485,13.4,13.676,13.53,15.767,16.134,20.215,20.43,21.332,20.505,20.321,21.514,19.279,16.659,19.182,18.752,,
A,Annual,GBR,United Kingdom,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,2316.225,2327.5,2328.214,2411.424,2498.73,2551.043,2503.85,2540.698,2667.083,2533.179,2388.249,2437.358,2482.948,2497.193,2614.039,2381.125,2315.192,2285.169,2294.409,2293.416,2390.726,2457.055,2452.936,2485.687,2488.692,2508.393,2561.217,2545.327,2574.725,2543.823,2552.545,2676.295,2629.999,2651.618,2639.219,2664.116,2691.806,2630.84,2668.734,2690.652,2712.683,2678.337,2604.192,2558.816,2429.637,2481.12,2341.73,2379.26,2376.717,2246.046,2281.359,2243.545,2249.076,2246.802,2199.069,1971.188,1990.958,2018.845,1930.593
A,Annual,GEO,Georgia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.202,58.143,44.816,44.256,46.533,47.934,48.536,47.084,40.194,37.133,43.765,38.952,40.229,45.765,41.373,51.746,51.765,52.634,56.745,52.819,54.695,61.591,64.329,68.213,72.101,71.688,73.12,74.132,70.411,78.297,,
A,Annual,GHA,Ghana,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,25.332,24.362,24.3,16.109,14.964,17.375,22.723,24.924,27.311,30.134,29.355,30.497,33.17,32.645,33.619,34.184,36.121,35.558,27.816,33.798,41.627,41.868,38.324,35.093,41.455,42.603,41.445,39.113,46.215,53.156,54.777,68.864,70.667,74.279,75.372,82.196,83.195,83.352,96.078,98.841,112.122,114.369,,
A,Annual,GIN,Guinea,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,3.986,3.916,3.979,4.06,4.072,3.829,4.632,4.941,5.008,4.846,6.393,5.045,5.2,5.438,5.501,5.472,5.499,5.804,5.93,6.184,7.78,8.524,8.881,8.629,9.331,9.43,9.589,10.18,10.279,10.79,12.349,12.58,12.204,10.857,11.221,13.617,15.34,15.438,14.088,15.476,17.915,17.341,,
A,Annual,GMB,"Gambia, The",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.655,0.653,0.653,0.653,0.714,0.712,0.644,0.784,0.786,0.784,0.788,0.784,0.786,0.846,0.975,0.902,0.905,0.902,0.963,0.963,1.266,1.379,1.373,1.373,1.449,1.464,1.591,1.65,1.714,1.842,2.009,2.112,2.059,2.049,2.265,2.318,2.337,2.377,2.393,2.44,2.33,2.458,,
A,Annual,GNB,Guinea-Bissau,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.358,0.357,0.357,0.357,0.478,0.536,0.461,0.795,0.915,0.925,1.131,1.131,1.202,1.317,1.317,1.317,1.264,1.317,1.317,1.317,0.997,1.015,1.037,1.206,1.247,1.264,1.292,1.373,1.337,1.386,1.422,1.443,1.471,1.506,1.582,1.637,1.704,1.379,1.386,1.385,1.323,1.396,,
A,Annual,GNQ,Equatorial Guinea,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.25,0.249,0.31,0.31,0.311,0.371,0.31,0.322,0.323,0.509,0.509,0.509,0.51,0.509,0.509,0.509,0.51,0.574,0.791,0.791,3.255,1.852,28.258,30.617,6.217,22.617,27.632,30.564,30.279,32.082,30.814,33.128,32.216,33.239,31.289,27.944,27.599,30.995,28.107,27.403,18.08,20.266,,
