FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,GRC,Greece,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,79.146,86.65,95.398,99.138,104.722,116.363,138.633,155.516,178.934,174.938,198.29,219.074,227.19,231.183,203.037,201.108,196.518,199.183,200.299,209.138,220.911,221.38,242.08,255.601,277.07,287.312,291.482,296.618,300.531,305.643,316.794,324.801,334.044,354.773,354.705,373.052,376.025,376.371,398.316,398.232,399.606,411.306,419.35,411.585,396.398,378.437,371.285,349.302,328.303,307.91,311.723,306.993,322.197,324.066,316.887,276.956,302.536,314.337,305.181
A,Annual,GRD,Grenada,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.18,0.239,0.239,0.239,0.24,0.239,0.277,0.341,0.354,0.354,0.526,0.526,0.542,0.623,0.714,0.651,0.697,0.922,0.8,0.8,0.863,0.898,0.923,0.976,0.948,0.997,1.031,1.095,1.164,1.13,1.175,1.172,1.194,1.347,1.139,1.185,1.221,1.327,1.307,1.308,1.103,1.175,,
A,Annual,GRL,Greenland,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,2.291,2.161,2.099,1.482,2.353,2.099,1.396,0.966,2.259,1.992,2.275,2.247,1.997,2.042,2.054,2.054,2.177,2.233,2.233,2.746,2.976,2.778,2.689,2.948,2.843,3.423,3.141,3.548,3.154,3.455,4.365,4.315,3.6,3.622,3.385,3.607,3.56,3.542,3.611,3.522,3.552,3.574,,
A,Annual,GTM,Guatemala,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,18.91,15.98,16.428,18.0,15.639,17.596,19.033,19.155,21.003,21.965,23.442,22.791,25.089,26.806,29.929,32.023,33.116,35.769,42.065,45.326,47.631,49.645,50.179,55.094,51.992,53.676,56.908,61.005,56.658,59.241,58.236,59.401,63.603,68.008,71.688,80.047,87.282,94.633,97.3,100.102,99.566,100.582,,
A,Annual,GUY,Guyana,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,6.103,7.449,5.776,5.157,5.792,5.9,5.606,4.261,4.211,2.833,2.726,3.214,3.569,4.553,4.551,3.864,4.211,4.48,5.793,6.954,6.931,6.774,6.852,7.06,6.893,6.221,5.568,6.889,6.55,6.746,7.265,7.557,8.568,8.392,8.371,8.493,9.591,9.51,9.718,11.33,11.015,11.015,,
A,Annual,HKG,"Hong Kong SAR, China",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,26.302,28.526,33.693,36.428,42.8,45.982,48.56,55.154,57.202,58.558,55.127,65.091,70.284,73.017,74.763,76.396,81.409,89.35,94.743,97.063,100.768,105.591,116.019,133.649,142.859,139.358,144.389,169.929,185.502,168.093,180.681,180.591,182.693,186.234,188.622,197.475,249.42,243.433,251.405,281.527,270.09,285.752,304.014,282.853,308.858,321.176,329.331,316.489,325.028,317.208,326.451,335.053,359.341,363.573,344.545,257.87,243.604,217.463,250.947
A,Annual,HND,Honduras,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,9.654,9.191,9.268,9.846,9.954,9.332,11.007,10.615,13.346,15.42,17.286,17.263,17.815,17.767,17.756,19.196,21.474,22.051,23.661,25.352,24.346,26.576,26.845,29.437,31.276,32.102,30.896,38.258,37.898,35.912,37.518,37.997,41.388,41.48,45.448,50.56,49.596,52.526,57.746,56.173,51.099,52.285,,
A,Annual,HRV,Croatia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,100.82,83.79,80.523,84.006,84.863,87.85,94.241,93.359,98.731,102.114,96.55,101.516,101.622,106.32,110.541,109.285,107.95,108.455,107.864,106.489,108.264,94.448,87.595,96.073,96.009,91.02,94.731,94.783,98.16,95.813,91.378,98.312,93.167,101.162
A,Annual,HTI,Haiti,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,4.729,3.562,4.301,3.8,3.856,4.438,4.467,6.499,6.877,6.398,4.109,4.158,4.495,3.402,2.911,4.557,5.295,6.412,6.3,6.82,6.99,7.604,8.329,7.706,8.874,9.256,9.475,10.218,10.295,9.787,9.077,9.542,10.491,11.039,11.896,13.57,14.088,13.984,14.597,13.218,11.048,11.801,,
A,Annual,HUN,Hungary,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,184.975,187.463,178.892,185.606,198.762,214.14,221.097,228.278,247.194,254.761,269.719,288.155,302.98,324.038,320.872,321.839,318.581,319.994,314.48,323.017,333.381,331.824,346.654,338.656,329.905,323.255,301.901,289.652,278.841,283.585,286.801,292.249,285.197,289.477,289.338,280.802,287.644,280.912,284.387,288.927,308.077,302.061,298.086,293.896,272.688,277.827,269.464,251.116,238.041,238.269,251.04,255.495,269.293,271.203,274.892,270.327,283.958,267.017,252.933
A,Annual,IDN,Indonesia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,84.516,83.896,82.897,88.425,99.786,106.956,101.902,108.067,121.874,130.604,159.924,167.967,222.085,249.855,284.463,305.611,327.653,334.077,353.79,389.436,412.985,441.025,465.495,491.403,544.869,600.179,652.938,716.86,763.843,799.647,870.284,933.146,1012.695,995.569,1086.986,1163.518,1246.258,1280.384,1389.068,1375.847,1416.014,1440.204,1545.699,1563.545,1606.185,1738.335,1836.37,1895.788,1809.826,1839.601,1866.101,1896.811,1967.708,2151.627,2299.63,2163.753,2214.053,2791.422,2807.733
A,Annual,IND,India,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,619.451,638.414,658.433,703.985,780.436,763.741,794.386,835.859,853.324,903.988,972.011,1019.454,1078.32,1120.973,1182.959,1218.599,1349.284,1336.049,1405.05,1500.919,1584.263,1695.59,1802.854,1962.301,2143.414,2300.701,2427.663,2552.772,2616.248,2757.121,2963.118,3081.631,3252.01,3449.497,3546.363,3725.401,3740.874,3870.808,4008.71,4352.651,4608.417,4854.867,5268.96,5576.529,5991.853,6251.326,6592.371,6948.685,7178.72,7664.003,7929.679,8284.972,8600.742,9088.107,9317.351,8828.374,9585.078,10103.183,10837.855
A,Annual,IRL,Ireland,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,67.663,75.806,82.17,95.832,96.15,75.804,78.734,83.127,87.369,88.9,83.145,84.877,90.463,94.112,103.786,100.424,97.991,97.288,95.877,94.857,99.538,107.503,108.719,108.199,111.472,117.886,122.462,123.019,125.626,130.936,133.621,141.037,145.73,156.805,165.537,173.349,183.168,181.354,176.855,180.362,188.174,194.294,197.324,196.379,176.612,178.3,170.262,167.469,164.997,164.553,173.913,181.638,182.403,186.474,187.359,176.077,179.446,185.967,180.767
A,Annual,IRN,"Iran, Islamic Rep.",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,97.29,106.037,116.651,128.25,140.755,166.041,181.881,206.218,246.471,279.468,325.649,366.469,414.94,405.671,437.969,406.055,407.537,459.948,546.102,590.164,643.941,603.273,646.76,659.579,720.975,811.283,880.229,973.424,900.748,1008.745,1057.944,1150.883,1186.134,1235.507,1331.568,1396.568,1492.142,1626.368,1656.194,1831.958,1940.3,2120.271,2253.991,2323.367,2379.29,2430.688,2527.506,2551.596,2652.032,2768.922,2735.836,2884.797,2995.331,3095.919,3263.971,3387.954,3322.058,3466.873,3531.116
A,Annual,IRQ,Iraq,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,23.005,25.372,25.621,27.219,31.467,39.157,42.859,50.203,49.361,48.344,52.839,66.442,69.559,73.769,92.369,101.361,94.751,98.13,112.716,124.893,143.262,165.008,194.665,225.422,255.942,237.724,150.032,238.086,316.35,358.079,356.731,357.132,423.333,317.774,229.281,322.662,360.445,342.596,304.073,326.044,308.323,299.682,302.179,345.913,339.513,379.913,391.309,426.576,470.126,455.206,447.095,485.351,567.405,590.492,639.683,571.862,592.728,663.642,697.72
A,Annual,ISL,Iceland,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,7.583,7.952,7.879,8.334,8.322,10.104,10.997,11.961,14.463,14.108,13.537,13.997,14.813,15.464,16.132,16.362,16.681,17.123,17.684,18.606,18.41,19.249,19.856,20.947,21.678,21.688,21.188,21.934,22.785,23.04,23.782,25.168,26.403,28.57,31.3,33.23,33.6,34.911,35.086,35.781,35.904,39.382,45.02,56.451,56.355,56.386,56.377,56.898,58.717,58.63,61.207,61.442,64.246,66.459,63.328,58.082,60.645,63.735,62.837
A,Annual,ISR,Israel,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,41.007,42.642,51.734,52.661,59.519,63.538,72.104,68.304,72.817,73.124,75.141,77.037,80.893,88.326,91.251,92.576,94.156,101.744,101.807,105.942,98.253,103.353,110.834,118.79,124.276,129.135,131.278,153.197,166.366,173.569,195.208,202.297,221.213,232.794,241.272,227.371,227.212,231.783,238.836,243.489,244.649,245.96,255.085,262.427,254.956,265.059,270.062,282.725,267.18,260.647,275.057,280.57,285.685,292.212,301.506,285.135,292.044,308.649,309.459
A,Annual,ITA,Italy,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,928.462,1008.304,1091.974,1179.984,1270.033,1402.124,1476.256,1548.182,1615.823,1615.333,1581.353,1668.908,1674.358,1715.524,1769.165,1723.793,1687.626,1654.092,1619.34,1644.551,1636.66,1681.007,1731.074,1773.738,1824.944,1854.886,1913.132,1905.329,1865.054,1860.836,1936.397,1935.798,1969.284,2014.581,2071.383,2099.285,2097.537,2083.352,2149.784,2197.52,2200.25,2190.067,2148.299,2111.905,1971.705,2036.733,1997.912,1943.877,1858.6,1762.32,1814.766,1821.932,1843.121,1853.64,1819.556,1651.962,1768.617,1718.251,1651.434
A,Annual,JAM,Jamaica,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,34.011,29.509,25.147,26.464,22.524,19.913,19.781,21.74,24.555,28.556,29.885,31.194,33.741,34.251,35.318,39.372,40.578,42.375,43.329,44.371,43.211,43.844,43.649,45.49,44.501,45.887,52.42,53.391,45.405,35.698,32.796,34.745,32.559,35.42,34.901,35.998,37.267,33.539,34.684,43.296,34.124,34.599,,
A,Annual,JOR,Jordan,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,22.808,27.049,30.738,32.582,34.52,35.634,37.971,40.886,38.365,39.515,42.156,39.966,47.103,46.598,53.55,56.132,60.326,58.303,62.354,62.998,66.34,63.718,66.825,72.972,79.277,86.071,88.994,85.587,82.449,85.744,89.246,93.454,99.17,98.468,101.034,109.157,116.346,120.371,117.5,120.448,107.517,102.376,,
A,Annual,JPN,Japan,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,1831.837,2078.875,2332.107,2569.288,2995.711,3418.785,3581.75,3835.057,4209.336,4170.854,4130.073,4304.319,4284.78,4377.462,4458.664,4298.557,4230.308,4100.725,4220.464,4371.088,4481.088,4475.038,4670.11,4927.338,5060.553,5184.285,5363.508,5426.293,5516.978,5718.397,5911.905,6029.414,6146.964,6049.681,6144.011,6253.323,6185.704,6165.896,6162.913,6247.106,6352.418,6335.821,6274.491,6158.532,5621.991,5983.799,5669.208,5615.884,5575.617,5431.217,5363.93,5295.605,5354.677,5316.556,5205.537,4825.249,5037.481,5004.881,4834.374
A,Annual,KAZ,Kazakhstan,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,796.027,814.251,832.595,862.957,849.496,859.425,858.537,847.475,748.154,666.421,598.716,521.202,459.578,433.003,406.961,369.747,416.192,423.944,464.691,490.623,504.625,543.391,602.888,635.432,569.006,611.195,694.016,729.853,731.605,769.111,635.91,711.327,764.926,789.197,798.712,735.937,822.205,819.283,828.086
A,Annual,KEN,Kenya,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,29.387,29.528,29.516,28.945,28.655,30.147,31.651,29.038,33.023,35.63,35.934,33.324,36.085,37.225,38.043,40.418,42.29,39.314,43.32,41.109,45.629,46.441,46.869,44.622,48.016,52.135,57.201,57.553,56.804,62.046,67.372,69.645,68.87,72.584,75.853,89.576,94.189,94.943,102.268,99.169,98.883,103.504,,
A,Annual,KGZ,Kyrgyz Republic,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.738,72.467,64.11,54.608,67.995,64.12,64.351,69.226,69.966,66.388,56.687,59.906,61.144,57.57,58.669,64.386,61.474,62.067,59.424,67.648,76.529,71.866,73.128,65.64,66.994,69.386,73.306,66.918,67.075,60.542,,
A,Annual,KHM,Cambodia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,1.323,1.394,1.524,1.663,1.821,1.832,1.847,1.862,2.009,2.018,2.042,2.167,2.18,2.18,2.186,6.208,6.823,8.036,9.393,9.67,8.961,9.493,9.473,10.279,10.59,12.052,13.046,15.308,16.066,19.817,22.857,23.667,26.375,27.991,30.905,35.449,44.198,46.705,58.892,65.957,64.253,66.938,,
A,Annual,KIR,Kiribati,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.124,0.124,0.124,0.124,0.062,0.062,0.064,0.075,0.076,0.075,0.075,0.076,0.076,0.075,0.075,0.075,0.076,0.075,0.075,0.075,0.145,0.124,0.182,0.189,0.203,0.265,0.295,0.27,0.302,0.264,0.262,0.242,0.239,0.242,0.244,0.263,0.282,0.318,0.32,0.322,0.306,0.315,,
A,Annual,KNA,St. Kitts and Nevis,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.242,0.241,0.241,0.241,0.242,0.241,0.206,0.206,0.22,0.219,0.219,0.295,0.295,0.36,0.422,0.36,0.423,0.422,0.422,0.422,0.771,0.797,0.872,0.874,0.945,0.88,0.912,0.964,0.963,0.986,0.993,1.04,1.035,1.031,1.044,1.069,1.097,1.097,1.11,1.109,0.936,0.996,,
A,Annual,KOR,"Korea, Rep.",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,74.817,90.768,104.285,119.52,144.332,167.466,181.19,187.853,232.337,241.57,265.597,297.131,341.649,382.705,441.152,454.032,475.339,475.549,517.045,564.712,624.169,700.47,776.487,866.703,942.222,1066.037,1205.615,1359.716,1491.08,1607.975,1756.939,1940.434,2131.123,1946.37,2122.024,2244.493,2298.658,2404.675,2482.262,2540.134,2625.468,2669.078,2749.141,2794.909,2810.56,3035.251,3176.248,3216.293,3225.866,3252.673,3309.518,3407.431,3445.807,3503.051,3462.676,3346.965,3506.508,3542.344,3453.895
A,Annual,KWT,Kuwait,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,79.222,82.881,84.358,88.777,90.937,73.408,73.157,80.958,80.664,77.401,69.007,82.298,84.139,92.413,112.727,84.724,108.709,106.922,118.033,125.782,120.555,138.048,127.516,143.994,155.05,91.493,46.121,81.675,100.173,116.934,150.55,149.02,155.051,190.984,198.265,211.943,214.305,226.83,271.091,302.865,334.093,321.131,311.961,337.758,342.904,392.964,394.17,397.862,424.328,413.653,444.583,442.969,445.476,459.946,420.261,397.881,424.15,432.4,438.113
A,Annual,LAO,Lao PDR,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,3.799,3.293,3.378,3.154,2.82,2.716,2.8,2.212,2.082,2.643,2.983,3.247,3.239,3.332,3.314,3.923,4.474,4.533,5.771,6.823,11.333,12.043,11.978,11.678,12.114,14.007,15.86,15.56,17.63,18.506,29.25,38.48,40.124,47.307,48.082,70.626,120.129,121.922,126.884,131.633,143.983,139.941,,
A,Annual,LBN,Lebanon,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,30.269,28.381,27.245,28.143,26.967,31.285,29.916,31.407,28.349,22.561,20.881,34.384,35.185,44.143,49.709,53.374,56.604,64.812,65.401,67.04,60.606,64.493,65.001,65.766,65.451,62.575,58.008,51.343,66.287,81.972,79.193,79.979,89.541,89.273,91.999,101.518,104.424,111.531,105.197,106.661,103.866,105.318,,
A,Annual,LBR,Liberia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,9.255,8.554,8.597,8.578,7.66,7.752,6.125,4.8,5.974,4.992,2.402,1.353,1.419,1.566,1.566,1.566,1.626,1.622,1.678,1.678,1.891,2.017,1.989,2.179,2.363,2.767,2.834,2.645,2.343,2.139,3.368,3.75,4.159,3.679,4.844,4.862,5.59,4.831,5.488,5.488,5.24,5.529,,
A,Annual,LBY,Libya,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,117.741,105.442,104.302,112.289,112.446,123.672,129.348,133.002,136.179,140.902,148.89,155.436,145.051,150.268,155.36,162.22,171.446,180.536,173.741,156.842,212.946,214.66,221.283,218.016,223.347,230.981,211.797,210.398,218.432,249.987,263.622,173.02,215.583,231.871,226.453,180.21,176.389,199.04,205.105,212.982,186.527,190.409,,
A,Annual,LCA,St. Lucia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.468,0.35,0.467,0.409,0.41,0.525,0.527,0.575,0.734,0.732,0.732,0.732,0.734,0.732,0.865,0.865,0.867,0.865,0.865,0.865,1.465,1.589,1.436,1.588,1.594,1.644,1.659,1.715,1.763,1.719,1.797,1.824,1.816,1.811,1.829,1.841,1.861,2.017,1.855,2.725,2.296,2.443,,
A,Annual,LKA,Sri Lanka,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,10.454,10.781,11.047,11.483,11.927,19.764,20.131,21.116,21.854,18.762,19.575,19.248,20.68,21.688,22.81,23.013,24.163,26.031,25.673,27.215,25.696,27.047,27.813,27.516,26.795,29.887,29.827,31.998,34.901,37.809,40.738,42.855,44.234,47.156,50.719,53.547,52.033,53.509,55.062,53.507,61.786,66.334,67.44,63.576,64.46,69.616,75.579,77.952,79.214,85.891,91.3,100.872,106.731,112.369,113.035,106.0,109.638,97.577,99.309
A,Annual,LSO,Lesotho,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.598,0.596,0.596,0.596,0.598,0.656,0.688,0.688,0.463,0.688,0.88,0.894,0.931,0.962,1.069,1.083,1.096,1.077,0.937,1.368,2.469,2.502,2.572,2.616,2.625,3.093,3.287,3.972,3.602,4.116,4.4,3.938,4.153,4.237,4.346,4.243,4.593,4.892,4.796,4.872,4.717,4.866,,
A,Annual,LTU,Lithuania,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,180.693,166.729,174.668,183.32,198.573,196.066,206.558,131.355,103.416,89.101,99.369,108.301,100.435,107.84,88.175,78.499,90.348,97.976,102.23,103.367,94.338,89.705,99.092,97.826,90.027,66.198,68.697,68.632,63.416,61.205,64.112,65.726,69.15,70.969,70.597,70.294,70.149,65.066,66.322
A,Annual,LUX,Luxembourg,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,41.804,40.057,39.451,42.669,45.92,47.681,45.845,47.275,50.116,50.894,42.276,42.343,39.522,41.118,42.264,38.961,33.323,31.22,29.185,31.444,32.288,31.564,29.831,30.572,35.117,37.151,39.929,40.043,40.569,39.01,33.935,34.899,34.159,32.988,34.86,37.204,39.867,43.582,45.704,51.78,52.553,51.627,50.126,49.761,47.593,50.116,48.821,47.953,45.692,44.274,43.034,42.459,44.355,46.431,47.288,40.541,43.215,38.764,37.546
A,Annual,LVA,Latvia,OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,106.289,98.769,90.123,85.057,85.037,86.466,79.68,57.035,49.156,47.623,44.568,41.465,41.772,45.462,38.594,37.754,40.664,41.022,40.519,45.556,46.958,44.543,45.926,46.243,43.821,49.67,44.336,45.963,44.237,40.747,41.746,44.499,48.978,43.564,44.837,40.858,42.625,38.475,40.233
A,Annual,MAC,"Macao SAR, China",OWID_CB_PRIMARY_ENERGY_CONSUMPTION,Primary energy consumption - Measured in terawatt-hours.,TWH_Y,Terawatt-hours per year,OWID_CB,CO2 and Greenhouse Gas Emissions,0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,2.021,1.952,2.078,2.897,3.183,2.629,3.758,4.091,3.979,4.238,4.47,4.405,4.556,5.001,5.338,5.528,6.107,6.262,6.692,7.106,6.901,7.109,7.658,7.861,9.338,9.595,10.218,10.461,9.314,9.939,10.255,10.314,10.392,10.539,11.388,12.959,12.785,15.746,14.942,15.28,13.965,14.693,,
