STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,UNIT_MULT,OBS_STATUS,OBS_CONF,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,PER,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Peru,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,6874.889609693294,7167.934925441926,7660.91538573664,7763.9372518656155,8036.417290967834,8247.793464633578,8676.342709380655,8759.067329626741,8529.05808367749,8585.554829063201,8654.688455583737,8831.652571128612,8899.485698494182,9216.36328439394,9829.605112194307,10000.02804233767,9897.619803103798,9689.874601841884,9201.771439542568,9342.272569781657,9653.619741639699,9938.925675066388,9673.47003423067,8453.777585396994,8544.689788365053,8510.650642674516,9095.784178273612,9754.877001232126,8635.69572250417,7404.404551631019,6881.379779058342,6887.366556550223,6712.0508107175265,6922.97353229933,7622.806497064485,8030.582384376078,8101.552320928343,8468.258097889515,8283.052805578656,8262.92047231658,8354.17079364867,8291.611657817595,8640.102796016317,8904.591615304877,9254.927529935707,9749.448243810402,10400.822383710267,11205.228445331815,12147.689750503856,12205.256836126311,13136.242536319598,13863.459177672356,14592.00200769087,15307.406261315553,15517.024171942021,15841.891678924143,16250.01530786101,16415.673069092547,16760.705136790297,16844.891861005457,14825.336991591506,16645.553268647778,16949.770754306486,16696.785288328472,17060.804057578374
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,JPN,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Japan,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,788223.1725544842,875275.1154522896,944436.855470692,1014134.9454531533,1120829.9745906834,1173357.1111197525,1286379.0878138714,1414230.1763830634,1578527.351045896,1754511.9561490428,1741343.4122801078,1783599.7632288523,1906766.2399335746,2031145.0516894036,1979760.3479602768,2015155.2090918054,2072925.237260031,2143087.1379970494,2235631.643721772,2338353.737941151,2385364.372289332,2468944.827589431,2532293.3946657665,2606030.3701962163,2703395.742719619,2825146.701027003,2902714.359608831,3023050.173991759,3211045.4583448907,3355772.7410558304,3506569.798806265,3615886.9240989317,3634933.428989351,3606530.9232630236,3635439.421176245,3722345.311559551,3830298.582822427,3858677.4930309304,3799321.615094937,3779726.971381415,3877731.1751141176,3883334.94997208,3875941.390364471,3927029.862306018,4011528.679996243,4083509.135709422,4136926.6287327735,4193495.887063382,4140150.008683226,3904929.359118136,4064220.137565394,4072724.591474815,4135313.6796417744,4224320.974757738,4242459.4115779875,4313243.366970528,4347980.625578393,4424444.725994707,4458564.648760755,4446875.592878633,4274051.369781643,4409539.5413551135,4470877.451138078,4558989.575980401,4583670.417279896
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHI,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Channel Islands,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58114.75896921485,55626.764425895686,55870.4244048439,52308.32135948298,52238.50609171884,53194.344480906555,53155.67988547237,53659.63644795372,54484.036538683904,54885.05053077012,55516.35665513557,50395.855265136706,55235.460984400954,58021.17932003708,60005.85481629903,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BMU,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Bermuda,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,37628.43927691433,38553.67008325024,39260.966500146926,38717.47600352889,42027.168648998064,43052.69143085902,48148.08971030618,53460.29585571757,53621.936770891196,54489.50327447082,57019.93950963088,58438.487596707666,59276.94504100146,59993.950553394025,60394.73786188178,62584.37149202883,68074.71913174215,71937.96217321181,72834.17925923153,74279.0804791001,79946.71350585956,81359.07815248995,76506.33897806461,77487.64585501215,77307.43741956534,75243.05415233946,79768.12952459339,82206.3810183951,84886.08799096986,84621.09130214078,84005.05755833145,80442.03573399558,79811.74516753129,81641.2353781284,81606.29793560159,84721.10674327184,86507.17068195877,89939.16446482876,92734.83401771137,95111.01367711538,103253.03980503656,110143.15547868816,108035.25152071063,111283.06511076204,113558.61881544242,115172.60608186762,121319.66769583347,125027.77336930647,122132.70142180094,114780.14630692992,111626.36327971754,107434.98658465788,101874.30474813814,101704.40746217007,98009.633395772,98870.88743224506,98244.32221153998,101585.80011953821,100745.23350723003,100619.55792659149,93349.24357739741,97248.45316173742,103384.96347433937,108554.12841200655,115147.90519215298
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SSD,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,South Sudan,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050.2468515693586,3056.3995068564523,3058.0898553481634,2762.50961182468,1424.6614058444216,1552.5320664232254,1595.081375973258,1439.2531717809156,,,,,,,,,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHL,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Chile,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2347788.0736601762,2426354.455212845,2470607.3611304103,2558976.3746040664,2570842.376255798,2539154.044167052,2778201.011176226,2826411.494077617,2876414.3665166358,2943223.652014342,2942915.057539726,3171636.7082268293,3097982.9886737745,2894775.7625391935,2884789.1072730757,2491411.9102497017,2541520.619396709,2781945.6029549357,2960280.265741999,3162706.98381315,3371001.4277780955,3545068.9665770135,3091909.5553002423,2896319.0096879564,2966899.7016263874,3025811.844770063,3140315.778320402,3299198.4473117674,3484699.2047016625,3782921.2395658493,3854260.1779692774,4084711.7998247906,4481682.083624153,4707498.9249962205,4872555.984309025,5246165.509192606,5540602.94143238,5871097.894308456,6037570.700013928,5945778.008041223,6167176.1116989665,6288592.503581231,6418761.265745676,6651955.844726957,7024659.599487796,7361269.232575059,7730769.713944259,8051122.152422136,8273136.434339165,8098522.754122331,8486736.57620212,8926437.82119981,9385398.14788061,9603880.133183649,9679078.714999473,9786875.046284484,9838729.19057584,9815597.337903367,1.0026621093810992E7,9930155.371724928,9236918.254471306,1.0236773137627058E7,1.040555481456179E7,1.0403513949590605E7,1.0621379606669867E7
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Mozambique,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,13235.2426607597,13618.412212538815,12403.983964727086,10240.519814935154,9386.643512065732,9304.48602627997,8932.7209997856,10204.283810255258,11060.024342532568,11681.930477261594,11629.627563769533,11967.062205242775,10848.122801233732,11659.910447455277,11599.61831474606,11158.088515857557,11953.15974917053,13004.669114102893,14029.941372964415,15339.290020257684,15119.933961229155,16687.48520382405,17894.89215246611,18756.966256241147,19837.797977279894,20607.750743194796,22124.355057541252,23256.709376123745,24250.939042403155,25031.73406538883,25998.446039618273,27087.869016580335,28425.48283032114,29430.324947964426,30791.519149542575,32122.424943418555,32659.89668254923,32534.5759856436,32679.574241994214,32468.371540584078,31135.455927178056,30946.67654015731,31359.307138364893,32115.55836214247,31861.523720736623
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LSO,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Lesotho,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,2418.864620502376,2391.483404583935,2677.0353792590054,2874.582559882191,3021.48775494703,2997.480950485312,2891.284063410707,3094.1151051114794,2971.805321140591,2910.069977481738,2868.1979126298843,2909.3364954754857,2803.0797668872815,3422.3772606442853,3669.4711886525306,3065.801832993722,3297.045603544167,3901.6750304465154,4486.698874355806,4484.991931452112,4236.749587101793,4143.774425804295,4204.595144533021,4166.033444059715,4272.5075219159635,4261.519617035187,4349.353918462936,4285.280821773053,4556.394503290818,4723.805469755035,4914.5474759296585,5163.669147336134,5431.7867541000405,5538.116661487344,5790.3886845874395,5908.216867877364,6172.537464168346,6350.556150754729,6416.194747976651,6430.051257117241,6676.987723518935,6925.369230023395,6997.088353564659,7351.5954941389655,7528.845093344981,7861.808091441398,8228.12808633962,8536.704026278012,8947.421792884054,8771.273820816272,9162.407683202162,9500.86573595252,10001.624692654277,10071.250821782987,10127.37882850205,10322.078759447708,10565.023314629683,10106.86474032386,9836.41119745668,9583.68823280476,8698.417069704843,8794.043798434874,8907.263211306543,8970.447749312993,9124.074803747546
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MHL,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Marshall Islands,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,2038.6719928983578,2011.1380638534622,1979.8530343447817,2587.940279077336,2900.1363061353572,2806.6856312609925,2726.4459864549794,2704.1384648462695,2766.6903051129857,2737.4926693119914,2454.997790342497,2511.5686666458446,2524.113692846663,2797.125477578926,2788.857048312376,2510.7066285320834,3005.5172071475845,3162.8043989419025,3288.8884950733677,3139.414399118983,3148.0997781711444,3085.935305477528,3247.852892989566,3391.385131548213,3544.135647216633,3791.204989019185,3365.111225012814,3117.274000690229,3067.737393648048,2997.549898410422,3040.59677355737,3224.7911898753987,3322.4112785610114,3256.972443308352,3234.152652005175,3284.78403267445,3285.1207878135097,3403.4784279811665,3146.261772054584,3262.269555354774,3441.318884021213,3433.062978018379,3420.9144479667048,3602.9281190189618,3620.7727528315527,3764.344262295082,3946.844410907795,4190.934685894818,4542.342939163078,5162.815006703479,5172.575282161757,5455.316422822321,5591.464214590039,5482.44553639985,5811.033556734872
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAN,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Canada,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,21269.72144962309,21508.228668381587,22680.05409906522,23440.758542501582,24533.945562742563,25615.891452383374,26842.729898244215,27172.22212424064,28076.42012148091,29100.652938938558,29534.279122115924,29828.715803710696,31111.896714007624,32801.80276551737,33433.20595533956,33458.00877360702,34965.32696557686,35780.11179623839,36749.19901150109,37742.78554293892,38070.38805022111,38887.904128599956,37211.33599782967,37789.3890635312,39642.41222916202,41142.8673255704,41600.1213473665,42727.14100386662,44037.05312684537,44264.97738131197,43691.10792774208,42249.170323089646,42123.81298908642,42770.72765876686,44206.03391032819,44924.50629576623,45208.21842649048,46677.022076009765,48093.31387354335,50156.438480924786,52244.926746080346,52649.5738431452,53643.57928912661,54123.69929127826,55279.68170508059,56516.60693640973,57422.512463697596,58033.57118875963,57979.401032829795,55648.578032950216,56734.53078821435,57946.424148643324,58328.19950339055,59059.39603988393,60151.05554073303,60083.46430189271,60024.40444207237,61110.52471502658,61893.30567950148,62159.234972052975,58390.88951857808,61523.72879778024,62955.02663426541,62087.55623637905,61212.528209058386
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVN,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Slovenia,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13268.872719133442,12080.26279058186,11436.999450249989,11790.264107013745,12432.764402876333,12940.607235038233,13325.978010970377,14033.966009317426,14495.525146230702,15248.254578186577,15734.969895797982,16154.599259058463,16664.225155801116,17186.286442124274,17956.071370627717,18615.849043776623,19653.003087397876,20938.657821479574,21610.557181558946,19790.496889446276,19923.52225904442,20012.492918357613,19388.2582726955,19202.461900829778,19713.595670181086,20170.230541726778,20767.07253411795,21827.41721303066,22700.799076519823,23333.480656105075,22230.915435981125,24037.349643917518,24632.084262119355,25117.58386501803,25469.123813105198
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CHE,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Switzerland,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,38024.712691177665,40302.63660062301,41175.95079118055,42271.65454181299,43763.61648620231,44171.5768125175,44788.281132079035,45588.59791061128,46633.381878311506,48708.92284516622,51442.32201999813,53258.592921523305,54545.649578115546,55795.818273515,56303.571684823786,52225.721890780216,51787.81449404872,53228.293946322774,53441.24364944861,54662.86019320456,56951.84184974289,57548.14375784733,56463.71971688429,56581.43246380578,58074.73223980943,59942.96442318169,60740.173465327534,61316.84269131775,62862.8531683114,65057.17105928287,66758.7193186409,65325.75017154467,64581.22013612661,63915.11494588345,64212.75902424935,64091.81376760535,64110.1059835828,65402.10619240825,67183.84582505685,67975.94719814177,70270.92222570206,70927.91998289316,70341.85634022183,69799.2863061335,71193.96816482568,72684.47563336052,75172.13861052222,77421.15517479069,78590.17649154809,75831.22216897554,77479.51841995862,78012.06612710837,78098.34483805583,78589.08408664928,79460.39633644084,79853.03371150087,80619.72799855923,80959.40008329548,82664.02026513187,83013.76316575086,80644.41900694904,84478.77499871906,86330.89550885213,85828.20940727579,85818.69878037866
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GEO,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Georgia,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,3863.508711298689,3988.0564131472624,4128.757477378959,4239.334368076676,4406.921318743534,4808.496532027743,5112.057881866539,5378.700883718608,5567.622393191995,5779.2319192216255,6413.505182164616,6503.963487869325,6621.168525432193,6988.56806128462,7538.497488024302,8035.349786602338,8464.21333824613,8986.299489947622,9597.744275416695,10229.560742178683,10607.919063500234,11075.369075369075,11201.901910715858,11581.531344781688,12106.35628055904,12593.664886658516,11461.791901371027,11513.228628649731,12033.105809171937,11138.17583744509,9493.544356518118,7437.912281064539,4066.6871858007594,2853.1286269878437,2596.113047024075,2765.5149877987565,3188.993741566387,3639.383132490236,3846.256262655802,4038.7838714209015,4193.880451719604,4464.208981078739,4751.018910322067,5312.095747286762,5654.717951590644,6236.564595388201,6863.046011091276,7766.521473991479,7978.798731644878,7756.096013573758,8300.906199205376,9031.68717410975,9697.029183608778,10225.496198154327,10638.772666877094,10977.978544408521,11349.951240843406,11934.000070815375,12662.385493924809,13366.625799259764,12517.205180303843,13902.24369777356,15409.553988119063,16603.129579653574,18288.67062949518
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MDA,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Moldova,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70383.00644444833,59049.269746166945,41874.372996663835,41441.37664879236,28724.995272596734,28452.749762968982,26834.23843506567,27377.279524372083,25596.54360633777,24773.252981790214,25346.898861682763,26953.26686393878,29122.9865854224,31132.650683832104,33519.30678727345,36121.03725010687,37960.20055071787,39189.71126525111,42327.00125800282,39837.64969654961,42708.73899594529,45219.750242860224,44958.96755052924,49038.12865484806,51521.25560961784,51742.363657263915,54779.73134854412,58061.26294784133,61498.70290480618,64710.66321750724,60010.55317953953,69405.68393129078,67971.48190302034,70770.64004430009,72479.58265932817
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AFG,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Afghanistan,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20776.45150026624,18673.981792920014,22786.028114637036,23320.513513167545,22819.539376962966,24504.392063174077,24781.90064117919,27679.475625719515,28143.737700896836,32940.52717566283,36582.11251916228,35406.62132456817,38338.06615202064,39124.78943925858,38757.02238281574,38111.69569520525,37997.31448252267,37923.00330620681,37273.10060825399,37592.26820413005,35568.85886370361,27535.816381091274,25449.518741811313,25476.51884906537,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,VNM,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Vietnam,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,9201049.28457228,9332170.586603694,9387988.040051801,9528982.461827818,9817657.894420318,1.0326387814332465E7,1.062825991979626E7,1.1028243226465436E7,1.1741526412915306E7,1.244757761662109E7,1.3305365513056206E7,1.4332917333449548E7,1.5434577782324502E7,1.6452086822606832E7,1.7152561059372645E7,1.7738655180146795E7,1.872987872659012E7,1.9681806271312136E7,2.071257728739511E7,2.1921272371219885E7,2.33458892596471E7,2.487583809272244E7,2.6262018672572333E7,2.7641381865792215E7,2.8677487564893443E7,2.97765163130084E7,3.1328550775373418E7,3.2955911649904393E7,3.436520697113527E7,3.584806180430782E7,3.768987821911658E7,3.982650414302433E7,4.195892309368083E7,4.4316124476195544E7,4.709960176675329E7,5.007848619569955E7,5.103789701935857E7,5.1888451760567315E7,5.589719740505317E7,5.83354049705262E7,6.207895441511453E7
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,COG,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,"Congo, Rep.",GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,528729.9579363547,558271.5576329159,572126.9854335572,534623.923891528,540122.5477691826,544651.3221346491,536656.4002594698,532517.565432149,556687.0348016246,581198.8166706238,599818.8077241747,626857.1149358206,660068.0866456594,692407.8376845235,724053.7201834543,758589.6174752555,747085.0352531902,664125.0207898016,689988.1079281432,740568.129977568,851906.8905977906,980159.5883212757,1185664.139329889,1229401.7821168925,1282801.1253655863,1230792.5349789322,1113209.085533259,1083202.7587242892,1070858.6469085752,1067401.6225657624,1047732.7212084552,1042750.856208219,1040158.5689819069,999940.3144127217,917431.1184881922,927513.6474749051,940848.6520198742,915195.9122007907,928755.0302314213,880664.4363728925,911767.6694236905,911389.0650892564,930893.5781347039,912595.4849056215,912594.2405864558,948564.9929539418,986678.2508718773,888311.8427908543,913779.6025396272,980159.1370822188,1033778.4457307794,1022789.8036411725,1093517.4852387432,1059651.8694389388,1103100.5554595368,1081235.4933055502,963704.6452719521,887944.0236060064,846582.3500971528,835747.0746409656,764827.3681418289,754313.6389348396,747315.5392185453,743363.1710762855,744469.1251375147
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SMR,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,San Marino,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39457.364341085275,41875.5980861244,45088.62768812125,45486.77189447368,47415.539918210954,46960.82354225019,48162.91347915096,47594.799198832196,48129.776109398044,49397.03153988868,51167.857486142704,50186.343250584294,43095.62692796226,40486.92515779982,37860.20846106683,34300.397382652605,34472.32226627523,34634.81855764814,35167.85505967778,35770.51316146371,35095.2763327527,34900.40663795754,35476.440881703544,33016.08254234311,38173.29007460761,41794.83230674122,41832.693443591255,
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,SVK,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Slovak Republic,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8362.579391895399,7138.301214301904,6656.339773527545,6757.056356396488,7148.144400337353,7543.7380723122105,7988.455642567101,8411.1457099384,8721.260265251045,8671.132241911631,8751.406270876943,9023.898713242026,9425.933137830785,9890.23004912742,10425.386428108735,11100.3767676747,12090.605826779332,13394.734736694041,14101.047305442988,13306.992640361681,14197.377948847688,14542.412507150288,14745.492021475784,14833.25245368293,15220.152108025452,15992.875107327869,16283.380821750321,16725.509961700474,17380.829669541825,17752.359626537385,17278.54409014977,18294.603127047478,18446.70669794939,18853.815366131417,19235.886522285127
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,GNB,WB_WDI_NY_GDP_PCAP_KN,_T,_T,_T,XDC_K,_Z,_Z,_Z,_Z,CUR,2,WB_WDI,P1Y,0,A,PU,Annual,Guinea-Bissau,GDP per capita (constant LCU),Total,All age ranges or no breakdown by age,Total,"Domestic currency, constant prices",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Currency,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,,,,,,,,,,,313364.7888631646,300175.38823924767,319093.96653199685,319267.7504082266,322649.99117941497,327850.3051142456,322634.10855945986,280283.08676591323,297086.231514954,292598.2411439904,243122.9171026754,282814.9936066056,290059.36177737586,275787.5372830017,296166.36972945684,303633.6526322356,296458.187248253,300205.4566019537,308948.6617756175,322411.765977684,336499.7672720401,346205.00603736634,339859.22852992517,335725.5179481367,335908.0835617304,341946.11558204883,373740.92318993295,390517.6593782308,297270.42930660315,340733.50809696864,337637.4624313925,346354.26731564064,351203.71346777765,342366.2642572145,338484.3433022393,352328.210207841,353105.4148122346,353238.3601220136,360023.46003572445,359576.21511592483,370041.78275950346,389581.00021392026,372858.66749585356,374884.65128867025,368685.6210535505,381371.06014866295,392116.7884805499,400525.9018300843,405841.30206100614,417571.9726522796,419922.96509880765,431364.071144882,445123.951510523,460604.6322943113,469240.0882275983
